-5064.81464013,-2.86321294156
-3145.37293059,-2.84211938574
-5121.8336798,-2.88697431245
-4169.10427958,-2.84654658836
-4322.74816668,-2.93416181735
-4150.50821108,-2.75992168593
-3529.01118826,-2.85463017161
-4100.28282516,-2.86569516627
-3546.54283051,-2.77214904186
-4466.75537659,-2.79347946883
-3471.39275062,-2.89729788025
-3529.37801576,-2.79417488608
-3273.66717349,-2.86392599074
-4468.03730898,-2.90474368864
-3850.65333607,-2.85416205842
-3526.28260754,-2.8173572983
-3660.57442106,-2.80106992366
-4327.89962401,-2.87838833358
-3122.68584629,-2.85633225946
-3877.87678591,-2.78811190885
-4511.38258434,-2.84262111594
-4864.32161617,-2.90064795296
-4396.67099732,-2.86406387422
-5173.28601345,-2.80424705907
-3428.10666141,-2.86865504529
-4198.57522233,-2.80476461057
-3704.3927658,-2.85320370862
-4799.79429119,-2.8614284179
-4421.81225037,-2.88218030776
-4602.44381076,-2.76759956973
-4001.43072794,-2.7389625477
-3433.46573747,-2.88636696322
-4211.28783675,-2.72366319584
-3739.74373958,-2.86403454308
-3867.76152054,-2.8662339871
-3880.62754095,-2.86414407903
-3087.59828457,-2.83025364826
-4498.66708833,-2.8054513481
-3982.22130532,-2.87914185932
-4548.49381363,-2.87145830407
-3989.0243863,-2.7939169255
-3880.34811633,-2.7661854911
-4377.55394766,-2.83754703043
-3619.71459154,-2.80516838839
-4414.10097051,-2.83902622829
-3080.65531389,-2.68949275316
-4402.2491321,-2.75343370593
-4392.56671139,-2.83832341277
-4702.94003281,-2.80647271937
-3822.32091812,-2.8258442028
-5008.66239689,-2.75746589322
-3578.1450769,-2.84237079769
-4417.64188321,-2.78103587166
-4390.71675279,-2.8243700884
-4092.73861583,-2.83953498746
-3997.46090174,-2.79874912109
-4482.0256872,-2.80520850208
-3708.67049581,-2.78122619219
-4326.0623954,-2.83102832308
-3738.4704069,-2.90748588154
-4046.77933996,-2.84892993419
-5560.931577,-2.87913977159
-4276.97417447,-2.75058891141
-3339.99434845,-2.76783211195
-4446.33636957,-2.76740717949
-4458.00832261,-2.77904416341
-3601.63498194,-2.79610702059
-3464.28538921,-2.63743767148
-5014.08070557,-2.84917299204
-4321.10344204,-2.85601878055
-3311.7525172,-2.61026925342
-5651.56849649,-2.7444012388
-4666.36933613,-2.81022549392
-3946.12689393,-2.79815137054
-4680.8906941,-2.83973421623
-4473.79318511,-2.66036850794
-4836.32155188,-2.81586282933
-4229.71514564,-2.66568359486
-4190.7701847,-2.82710710302
-4103.25330634,-2.71428284595
-3837.09021704,-2.80381674313
-4003.54275944,-2.74576509841
-3960.66174796,-2.82945191099
-4559.27266578,-2.84362372982
-3429.83157758,-2.65155648065
-5105.38044075,-2.77023871392
-5097.35687506,-2.80270771894
-3999.57017593,-2.63444869517
-4613.16969472,-2.87478864113
-4439.02829375,-2.8019276197
-3675.17585015,-2.80264976867
-3418.25843046,-2.78249226948
-3397.15526539,-2.73345849256
-3789.67300445,-2.7941767309
-4141.73234406,-2.73271081128
-4222.51765344,-2.77941372485
-5034.34831195,-2.8440539563
-3507.44879536,-2.83151599657
-4637.30469615,-2.77646385282
-5796.84283757,-2.70626142756
-4689.18820621,-2.78569200567
-4302.93988969,-2.72358403647
-5835.72281212,-2.65914114209
-4407.97345866,-2.77072149502
-8589.75466806,-2.79190391061
-4408.70655901,-2.74452917997
-4724.19255157,-2.87626845704
-4712.46565041,-2.88375095157
-2278.84385872,-2.86846077688
-9249.38869417,-2.75029509757
-4823.1902253,-2.78010761285
-4788.86271525,-2.59553798773
-3758.55761047,-2.7067505852
-6401.47808291,-2.70442691398
